Model No,Make,Model,Variant,Ex_Showroom_Price,Displacement,Cylinders,Fuel_Tank_Capacity,Fuel_Type,City_Mileage,Gears,Front_Brakes,Rear_Brakes,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Speedometer,Seating_Capacity,Aux-in_Compatibility,Basic_Warranty,Handbrake,Sale_per_year,warranty,Model_year
704,Toyota,Innova Crysta,2.7 Gx At 7 Str,9999725,2694 cc,4,55 litres,Petrol,11.2 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,7,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,3602,4,2011
705,Toyota,Innova Crysta,2.7 Zx At 7 Str,2664740,2393 cc,4,55 litres,Petrol,11.2 km/litre,6,Ventilated Disc,Drum,215/55R17,215/55R17,Analog,7,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,5550,5,2017
706,Toyota,Innova Crysta,2.7 Vx 7 Str,8285831,2393 cc,4,55 litres,Petrol,11.2 km/litre,5,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,7,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,8252,5,2017
707,Toyota,Innova Crysta,2.7 Gx Mt 7 Str,9795547,2755 cc,4,55 litres,Petrol,11.2 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,7,No,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,1026,3,2010
708,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,1353772,2755 cc,4,55 litres,Petrol,11.2 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,8,No,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,7957,4,2012
709,Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,4019490,2393 cc,4,55 litres,Diesel,12 km/litre,5,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,7,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,4031,4,2014
710,Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,2829689,2393 cc,4,55 litres,Petrol,11.2 km/litre,5,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,7,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,5291,5,2017
711,Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,2563593,2694 cc,4,55 litres,Petrol,11.2 km/litre,6,Ventilated Disc,Drum,215/55R17,215/55R17,Analog,7,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,7122,2,2016
712,Toyota,Innova Crysta,2.4 G Plus 7 Str,6343489,2393 cc,4,55 litres,Diesel,12 km/litre,5,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,7,No,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,1781,3,2010
713,Toyota,Innova Crysta,2.4 G Plus 8 Str,8978840,2393 cc,4,55 litres,Diesel,12 km/litre,5,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,8,No,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,9576,5,2015
714,Jeep,Compass,1.4 Limited At,9817701,1368 cc,6,60 litres,Petrol,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,4981,2,2016
715,Jeep,Compass,1.4 Sport,3884410,1368 cc,6,60 litres,Petrol,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R16,265 / 60 R16,Analog,5,Yes,No Warranty,Automatic,4964,3,2011
716,Jeep,Compass,1.4 Limited (O) At,5945050,1368 cc,6,60 litres,Petrol,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,6223,3,2015
717,Jeep,Compass,2.0 Sport,4184392,1956 cc,6,60 litres,Diesel,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R16,265 / 60 R16,Analog,5,Yes,No Warranty,Automatic,1515,5,2021
718,Jeep,Compass,2.0 Longitude,2270549,1956 cc,6,60 litres,Diesel,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R18,265 / 60 R18,Analog,5,Yes,No Warranty,Automatic,2913,2,2012
719,Jeep,Compass,2.0 Longitude (O),1889607,1956 cc,6,60 litres,Diesel,23 km/litre,6,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,1471,2,2021
720,Jeep,Compass,2.0 Limited,4529010,1956 cc,6,60 litres,Diesel,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,10348,5,2014
721,Jeep,Compass,2.0 Limited (O),6175581,1956 cc,6,60 litres,Diesel,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,7300,5,2020
722,Jeep,Compass,2.0 Limited 4X4,5242744,1956 cc,6,60 litres,Diesel,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R18,265 / 60 R18,Analog,5,Yes,No Warranty,Automatic,5187,4,2012
723,Jeep,Compass,2.0 Limited (O) 4X4,4201128,1956 cc,6,60 litres,Diesel,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,5304,4,2020
724,Jeep,Compass,1.4 Limited Plus At Petrol,4933738,1368 cc,6,60 litres,Petrol,23 km/litre,7,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,4361,2,2016
725,Jeep,Compass,2.0 Limited Plus 4X2 Diesel,2814968,1956 cc,6,60 litres,Diesel,23 km/litre,6,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,9303,4,2022
726,Jeep,Compass,2.0 Limited Plus 4X4 Diesel,6791768,1956 cc,6,60 litres,Diesel,23 km/litre,6,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,4678,4,2019
727,Jeep,Compass,2.0 Sport Plus,7670527,1956 cc,6,60 litres,Diesel,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R16,265 / 60 R16,Analog,5,Yes,No Warranty,Automatic,10893,3,2010
728,Jeep,Compass,1.4 Sport Plus,1568790,1368 cc,6,60 litres,Petrol,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R16,265 / 60 R16,Analog,5,Yes,No Warranty,Automatic,8898,4,2020
729,Jeep,Compass,1.4 Longitude (O) At,7404761,1368 cc,6,60 litres,Petrol,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,9423,5,2012
730,Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,9648986,1368 cc,6,60 litres,Petrol,23 km/litre,7,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,7736,3,2021
731,Jeep,Compass,2.0 Limited (O) Black Pack,9499870,1956 cc,6,60 litres,Diesel,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,7319,4,2017
732,Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,3455586,1956 cc,6,60 litres,Diesel,23 km/litre,4,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,7810,3,2019
733,Jeep,Compass,2.0 Limited Plus 4X4 At,8901806,1956 cc,6,60 litres,Diesel,23 km/litre,9,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,3231,2,2018
734,Jeep,Compass,2.0 Longitude 4X4 At,6620294,1956 cc,6,60 litres,Diesel,23 km/litre,9,Ventilated Disc,Ventilated Disc,265 / 60 R17,265 / 60 R17,Analog,5,Yes,No Warranty,Automatic,8877,3,2013
735,Toyota,Corolla Altis,G Petrol,7205934,1798 cc,4,55 litres,Petrol,9.5 km/litre,6,Ventilated Disc,Solid Disc,195/65R15,195/65R15,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,1908,5,2019
736,Toyota,Corolla Altis,G At Petrol,2692722,1798 cc,4,55 litres,Petrol,9.5 km/litre,7,Ventilated Disc,Solid Disc,195/65R15,195/65R15,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,7218,3,2017
737,Toyota,Corolla Altis,Gl Petrol,8460661,1798 cc,4,55 litres,Petrol,9.5 km/litre,6,Ventilated Disc,Solid Disc,205/55R16,205/55R16,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,6700,4,2019
738,Toyota,Corolla Altis,Gl Diesel,6732523,1364 cc,4,43 litres,Diesel,18.2 km/litre,6,Ventilated Disc,Solid Disc,195/65 R15,195/65 R15,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,4959,3,2021
739,Toyota,Corolla Altis,G Diesel,8221719,1364 cc,4,43 litres,Diesel,18.4 km/litre,6,Ventilated Disc,Solid Disc,195/65 R15,195/65 R15,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,1583,3,2012
740,Toyota,Corolla Altis,Vl At Petrol,4825304,1798 cc,4,55 litres,Petrol,9.5 km/litre,6,Ventilated Disc,Solid Disc,205/55R16,205/55R16,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,10434,5,2010
741,Honda,Civic,1.8 V Cvt,4808483,1799 cc,4,47 litres,Petrol,23 km/litre,7,Ventilated Disc,Solid Disc,215/55 R16,215/55 R16,Yes,5,No,No Warranty,Automatic,8694,3,2013
742,Honda,Civic,1.8 Vx Cvt,1340411,1799 cc,4,47 litres,Petrol,23 km/litre,7,Ventilated Disc,Solid Disc,215/55 R16,215/55 R16,Digital,5,Yes,No Warranty,Automatic,6881,4,2021
743,Honda,Civic,1.8 Zx Cvt,8473726,1799 cc,4,47 litres,Petrol,23 km/litre,7,Ventilated Disc,Solid Disc,215/50 R17,215/50 R17,Digital,5,Yes,No Warranty,Automatic,1340,2,2011
744,Honda,Civic,1.6 Vx Mt,2898201,1597 cc,4,47 litres,Diesel,23 km/litre,6,Ventilated Disc,Solid Disc,215/55 R16,215/55 R16,Yes,5,Yes,No Warranty,Manual,2044,2,2010
745,Honda,Civic,1.6 Zx Mt,8196317,1597 cc,4,47 litres,Diesel,23 km/litre,6,Ventilated Disc,Solid Disc,215/50 R17,215/50 R17,Digital,5,Yes,No Warranty,Automatic,1153,3,2011
746,Mg,Zs Ev,Excite,2802641,660 cc,2,24 litres,Electric,23 km/litre,4,Ventilated Disc,Ventilated Disc,215/50 R17,215/50 R17,Digital,5,Yes,No Warranty,Automatic,9171,2,2012
747,Mg,Zs Ev,Exclusive,3979175,660 cc,2,24 litres,Electric,23 km/litre,4,Ventilated Disc,Ventilated Disc,215/50 R17,215/50 R17,Digital,5,Yes,No Warranty,Automatic,2389,3,2014
748,Kia,Carnival,Premium 7 Str,4169970,2199 cc,4,24 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,235/60 R18,235/60 R18,Analog,7,Yes,3 Years Warranty,Automatic,6879,2,2013
749,Kia,Carnival,Premium 8 Str,7267609,2199 cc,4,24 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,235/60 R18,235/60 R18,Analog,7,Yes,3 Years Warranty,Automatic,4095,5,2018
750,Kia,Carnival,Prestige 7 Str,9308092,2199 cc,4,24 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,235/60 R18,235/60 R18,Analog,7,Yes,3 Years Warranty,Automatic,10462,3,2017
751,Kia,Carnival,Prestige 9 (6+3) Str,5336108,2199 cc,4,24 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,235/60 R18,235/60 R18,Analog,7,Yes,3 Years Warranty,Automatic,4772,5,2019
752,Kia,Carnival,Limousine 7 Str,1614412,2199 cc,4,24 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,235/60 R18,235/60 R18,Analog,7,Yes,3 Years Warranty,Automatic,7028,3,2016
753,Skoda,Superb,Style 1.8 Tsi Mt,7581257,1798 cc,4,66 litres,Petrol,10.6 km/litre,6,Ventilated Disc,Ventilated Disc,205/55R16,205/55R16,Analog,5,Yes,No Warranty,Manual,8173,3,2019
754,Skoda,Superb,Style 1.8 Tsi At,8114464,1798 cc,4,66 litres,Petrol,10.1 km/litre,7,Ventilated Disc,Ventilated Disc,205/55 R16,205/55 R16,Analog,5,Yes,No Warranty,Manual,2003,2,2020
755,Skoda,Superb,L & K 1.8 Tsi At,9917566,1798 cc,4,66 litres,Petrol,"11,3 km/litre",7,Ventilated Disc,Ventilated Disc,215/55 R17,215/55 R17,Analog,5,Yes,3 years / Unlimited Kms,Automatic,6597,2,2016
756,Skoda,Superb,L & K 2.0 Tdi At,1949857,1968 cc,4,66 litres,Diesel,15.1 km/litre,6,Ventilated Disc,Ventilated Disc,215/55 R17,215/55 R17,Analog,5,Yes,No Warranty,Automatic,9262,4,2020
757,Skoda,Superb,Style 2.0 Tdi At,8087869,1968 cc,4,66 litres,Diesel,15.1 km/litre,6,Ventilated Disc,Ventilated Disc,215/55 R16,215/55 R16,Analog,5,Yes,3 years / Unlimited Kms,Automatic,1717,5,2010
758,Skoda,Superb,Corporate Edition 1.8 Tsi At,2859925,1798 cc,4,66 litres,Petrol,10.1 km/litre,7,Ventilated Disc,Ventilated Disc,205/55 R16,205/55 R16,Analog,5,Yes,No Warranty,Manual,2132,4,2010
759,Skoda,Superb,Corporate Edition 2.0 Tdi At,2311435,1968 cc,4,66 litres,Diesel,15.1 km/litre,6,Ventilated Disc,Ventilated Disc,215/55 R16,215/55 R16,Analog,5,Yes,3 years / Unlimited Kms,Automatic,10526,2,2016
760,Volvo,V40,Kinetic,3183395,1984 cc,5,60 litres,Diesel,"16,8 km/litre",6,Ventilated Disc,Ventilated Disc,115/90R17,115/90R17,Digital,5,Yes,No Warranty,Manual,3355,4,2011
761,Volvo,V40,R Design,8205942,1984 cc,5,60 litres,Diesel,"16,8 km/litre",6,Ventilated Disc,Drum,115/90 R17,115/90 R17,Digital,5,Yes,No Warranty,Manual,1458,3,2019
762,Toyota,Fortuner,2.8 4X2 At,5933183,2755 cc,4,80 litres,Diesel,12.55 km/litre,5,Ventilated Disc,Ventilated Disc,265/65R17,265/65R17,Analog,7,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,7034,3,2018
763,Toyota,Fortuner,2.8 4X2 Mt,9471191,2755 cc,4,80 litres,Diesel,"12,55 km/litre",5,Ventilated Disc,Ventilated Disc,265/65R17,265/65R17,Analog,7,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,4166,5,2022
764,Toyota,Fortuner,2.8 4X4 Mt,9553130,2755 cc,4,80 litres,Diesel,"12,55 km/litre",5,Ventilated Disc,Ventilated Disc,265/60R18,265/60R18,Analog,7,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,3128,5,2014
765,Toyota,Fortuner,2.8 4X4 At,7810529,2755 cc,4,80 litres,Diesel,"12,55 km/litre",5,Ventilated Disc,Ventilated Disc,265/60R18,265/60R18,Analog,7,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,8795,3,2020
766,Toyota,Fortuner,2.7 4X2 At,1629020,2694 cc,4,80 litres,Petrol,7.8 km/litre,5,Ventilated Disc,Ventilated Disc,265/65R17,265/65R17,Analog,7,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,2799,4,2016
767,Toyota,Fortuner,2.7 4X2 Mt,1659635,2694 cc,4,80 litres,Petrol,7.8 km/litre,5,Ventilated Disc,Ventilated Disc,265/65R17,265/65R17,Analog,7,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,6572,5,2015
768,Toyota,Fortuner,Trd Celebratory Edition,8484791,2755 cc,4,80 litres,Diesel,12.55 km/litre,6,Ventilated Disc,Ventilated Disc,265/65R18,265/65R18,Analog,7,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,2580,3,2011
769,Ford,Endeavour,3.2L 4X4 At Titanium Plus,8078295,3198 cc,5,80 litres,Diesel,7.7 km/litre,6,Ventilated Disc,Ventilated Disc,265 / 60 R18,265 / 60 R18,Analog,7,Yes,No Warranty,Manual,1443,3,2020
770,Ford,Endeavour,2.2L 4X2 At Titanium Plus,9021395,2198 cc,4,80 litres,Diesel,9.3 km/litre,6,Ventilated Disc,Ventilated Disc,265/60R18,265/60R18,Analog,7,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,6386,2,2018
771,Ford,Endeavour,2.2L 4X2 Mt Titanium,4968748,2198 cc,4,80 litres,Diesel,9.3 km/litre,6,Ventilated Disc,Ventilated Disc,265/60R18,265/60R18,Analog,7,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,1202,5,2020
772,Mini,Cooper 3 Door,Cooper D,6502245,1496 cc,3,44 litres,Diesel,23 km/litre,6,Ventilated Disc,Ventilated Disc,175/65 R15,175/65 R15,error,4,No,2 years / Unlimited Kms,Automatic,1675,2,2010
773,Mini,Cooper 3 Door,Cooper S,2521963,1998 cc,4,44 litres,Petrol,23 km/litre,6,Ventilated Disc,Ventilated Disc,195/55R16,195/55R16,Analog,5,Yes,2 years / Unlimited Kms,Automatic,10928,3,2022
774,Skoda,Kodiaq Scout,2.0 Tdi At,5156287,1968 cc,4,63 litres,Diesel,23 km/litre,7,Ventilated Disc,Ventilated Disc,235 / 55 R18,235 / 55 R18,Digital,7,Yes,No Warranty,Automatic,9177,2,2015
775,Bmw,X1,Sdrive20D Expedition,9648609,1995 cc,4,51 litres,Diesel,18 km/litre,8,Ventilated Disc,Ventilated Disc,225/55R17,225/55R17,Analog,5,Yes,2 years / Unlimited Kms,Automatic,4661,4,2014
776,Bmw,X1,Sdrive20D Xline,4128889,1995 cc,4,51 litres,Diesel,18 km/litre,8,Ventilated Disc,Ventilated Disc,225/50 R18,225/50 R18,Analog,5,Yes,2 years / Unlimited Kms,Automatic,1400,5,2014
777,Bmw,X1,Xdrive20D M Sport,2363508,1995 cc,4,51 litres,Diesel,18 km/litre,8,Ventilated Disc,Ventilated Disc,225/50 R18,225/50 R18,Analog,5,Yes,2 years / Unlimited Kms,Automatic,2581,5,2020
778,Bmw,X1,Sdrive20D M Sport,7180189,1995 cc,4,61 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,225/40R18,225/40R18,Analog,5,Yes,2 years / Unlimited Kms,Automatic,10655,4,2017
779,Bmw,X1,Sdrive20I Xline,3662019,1998 cc,4,51 litres,Petrol,15.71 km/litre,7,Ventilated Disc,Ventilated Disc,225/50 R18,225/50 R18,Analog,5,Yes,2 years / Unlimited Kms,Automatic,7557,4,2011
780,Volvo,S60,Polestar,7004110,1969 cc,4,67 litres,Petrol,13.2 km/litre,8,Ventilated Disc,Drum,215/50R17,215/50R17,Analog,5,Yes,No Warranty,Manual,4273,3,2013
781,Volvo,S60,Momentum,4207294,1984 cc,5,67.5 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,235/40R18,235/40R18,Digital,5,Yes,No Warranty,Manual,1622,5,2017
782,Bmw,3-Series,320D Sport,7782382,1995 cc,4,40 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,225/50 R17,225/50 R17,"Analog, Digital",5,Yes,No Warranty,Automatic,1205,2,2018
783,Bmw,3-Series,320D Luxury Line,1015243,1995 cc,4,40 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,225/50 R17,225/50 R17,"Analog, Digital",5,Yes,No Warranty,Automatic,8937,2,2013
784,Bmw,3-Series,330I M Sport,6728443,1998 cc,4,59 litres,Petrol,23 km/litre,8,Ventilated Disc,Ventilated Disc,225/50 R17,225/50 R17,"Analog, Digital",5,Yes,No Warranty,Automatic,3823,4,2011
785,Volvo,S60 Cross Country,D4,4569213,2400 cc,5,67 litres,Diesel,15.6 km/litre,6,Ventilated Disc,Ventilated Disc,215/50R17,215/50R17,Digital,4,Yes,No Warranty,Automatic,4538,2,2014
786,Audi,Q5,35 Tdi Premium Plus,2856760,1968 cc,4,64 litres,Diesel,12 km/litre,7,Ventilated Disc,Ventilated Disc,235 / 60 R18,235 / 60 R18,Analog,5,Yes,2 years / Unlimited Kms,Manual,5570,4,2020
787,Audi,Q5,35 Tdi Technology,5289909,1968 cc,4,64 litres,Diesel,12 km/litre,7,Ventilated Disc,Ventilated Disc,235 / 60 R18,235 / 60 R18,Analog,5,Yes,2 years / Unlimited Kms,Manual,8630,2,2016
788,Audi,Q5,45 Tfsi Premium Plus,3144065,1984 cc,6,70 litres,Petrol,23 km/litre,7,Ventilated Disc,Ventilated Disc,235/60R18,235/60R18,Analog,5,Yes,2 years / Unlimited Kms,Automatic,10337,5,2021
789,Audi,Q5,45 Tfsi Technology,9360184,1984 cc,6,70 litres,Petrol,23 km/litre,7,Ventilated Disc,Ventilated Disc,235/60R18,235/60R18,Analog,5,Yes,2 years / Unlimited Kms,Automatic,10880,2,2010
790,Land Rover Rover,Range Evoque,S,4920114,1999 cc,4,24 litres,Diesel,23 km/litre,9,Ventilated Disc,Ventilated Disc,235/65R17,235/65R17,Analog,5,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Automatic,4114,5,2016
791,Land Rover Rover,Range Evoque,Se R-Dynamic,1821489,1999 cc,4,24 litres,Diesel,23 km/litre,9,Ventilated Disc,Ventilated Disc,235/65R17,235/65R17,Analog,5,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Automatic,1322,5,2017
792,Land Rover Rover,Range Evoque,S Petrol,4074927,1997 cc,4,24 litres,Petrol,23 km/litre,9,Ventilated Disc,Ventilated Disc,235/65R17,235/65R17,Analog,5,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Automatic,2916,2,2019
793,Land Rover Rover,Range Evoque,Se R-Dynamic Petrol,4372645,1997 cc,4,24 litres,Petrol,23 km/litre,9,Ventilated Disc,Ventilated Disc,235/65R17,235/65R17,Analog,5,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Automatic,5623,4,2015
794,Tata,Mercedes-Benz E-Class,E200,7474767,1991 cc,4,80 litres,Petrol,8.5 km/litre,4,Ventilated Disc,Ventilated Disc,245/45 R17,245/45 R17,Analog,5,Yes,3 years / Unlimited Kms,Automatic,1309,4,2013
795,Tata,Mercedes-Benz E-Class,E350 D,7528641,2987 cc,6,80 litres,Diesel,7.45 km/litre,4,Ventilated Disc,Ventilated Disc,245/35 R17,245/35 R17,Analog,5,Yes,3 years / Unlimited Kms,Manual,6835,2,2014
796,Tata,Mercedes-Benz E-Class,E220D,7401572,2987 cc,6,80 litres,Diesel,23 km/litre,4,Ventilated Disc,Ventilated Disc,245/35 R17,245/35 R17,Analog,5,Yes,3 years / Unlimited Kms,Manual,8513,5,2016
797,Tata,Mercedes-Benz E-Class,E 63 S Amg,5438256,5461 cc,8,80 litres,Petrol,4.5 km/litre,7,Ventilated Disc,Ventilated Disc,255/40 R18,285/35 R18,error,4,No,3 years / Unlimited Kms,Automatic,9087,2,2015
798,Tata,Mercedes-Benz E-Class,E200 Expression,2177814,1991 cc,4,80 litres,Petrol,8.5 km/litre,4,Ventilated Disc,Ventilated Disc,245/45 R17,245/45 R17,Analog,5,Yes,3 years / Unlimited Kms,Automatic,5055,4,2013
799,Tata,Mercedes-Benz E-Class,E200 Exclusive,6998407,1991 cc,4,80 litres,Petrol,8.5 km/litre,4,Ventilated Disc,Ventilated Disc,245/45 R17,245/45 R17,Analog,5,Yes,3 years / Unlimited Kms,Automatic,8420,3,2017
800,Tata,Mercedes-Benz E-Class,E220D Expression,3861751,2987 cc,6,80 litres,Diesel,23 km/litre,4,Ventilated Disc,Ventilated Disc,245/35 R17,245/35 R17,Analog,5,Yes,3 years / Unlimited Kms,Manual,9188,2,2011
801,Tata,Mercedes-Benz E-Class,E220D Exclusive,4899198,2987 cc,6,80 litres,Diesel,23 km/litre,4,Ventilated Disc,Ventilated Disc,245/35 R17,245/35 R17,Analog,5,Yes,3 years / Unlimited Kms,Manual,10697,4,2013
802,Volvo,Xc60,Inscription D5,9807264,1969 cc,5,70 litres,Diesel,11.7 km/litre,6,Ventilated Disc,Ventilated Disc,235/55 R19,235/55 R19,Digital,5,Yes,No Warranty,Manual,9976,4,2014
803,Bmw,X4,Xdrive20D M Sport X,9833866,1995 cc,4,60 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,245/50 R19,245/50 R19,Yes,5,Yes,No Warranty,Manual,4707,4,2022
804,Bmw,X4,Xdrive30D M Sport X,9435285,2993 cc,6,68 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,245/50 R19,245/50 R19,Yes,5,Yes,No Warranty,Manual,2764,2,2013
805,Bmw,X4,Xdrive30I M Sport X,7039493,1998 cc,6,68 litres,Petrol,23 km/litre,8,Ventilated Disc,Ventilated Disc,245/50 R19,245/50 R19,Yes,5,Yes,No Warranty,Manual,4813,3,2013
806,Jeep,Wrangler,Unlimited,4820703,1999 cc,4,85 litres,Petrol,17.5 km/litre,8,Ventilated Disc,Ventilated Disc,245/75R15,245/75R15,Analog,5,Yes,2 Years Unlimited Kilometres,Automatic,9437,2,2010
807,Tata,Mercedes-Benz C-Class Cabriolet,C300,7594601,1991 cc,4,60 litres,Petrol,23 km/litre,9,Ventilated Disc,Ventilated Disc,225/50 R17,225/50 R17,Analog,4,Yes,No Warranty,Automatic,1380,4,2015
808,Bmw,Z4 Roadster,Sdrive 20I,5271084,1998 cc,4,52 litres,Petrol,23 km/litre,8,Ventilated Disc,Ventilated Disc,225 / 50 R17,255 / 45 R17,Digital,2,Yes,No Warranty,Automatic,6382,2,2019
809,Bmw,Z4 Roadster,M 40I,8750217,2998 cc,6,52 litres,Petrol,23 km/litre,8,Solid Disc,Ventilated Disc,255 / 335 R19,255 / 335 R19,Yes,2,Yes,No Warranty,Automatic,10571,5,2014
810,Tata,Mercedes-Benz V-Class,Expression Elwb,3357505,2143 cc,4,93 litres,Diesel,23 km/litre,7,Ventilated Disc,Ventilated Disc,245/45 R17,245/45 R17,Digital,7,Yes,No Warranty,Automatic,6286,2,2015
811,Tata,Mercedes-Benz V-Class,Exclusive Lwb,2088517,2143 cc,4,93 litres,Diesel,23 km/litre,7,Ventilated Disc,Ventilated Disc,205/55 R16,205/55 R16,Yes,6,Yes,No Warranty,Automatic,2838,2,2013
812,Tata,Mercedes-Benz V-Class,Elite,8176895,1950 cc,4,70 litres,Diesel,23 km/litre,9,Ventilated Disc,Ventilated Disc,205 / 55 R17,205 / 55 R17,Digital,6,Yes,No Warranty,Automatic,6604,2,2018
813,Audi,Q7,45 Tdi Premium Plus,7873730,2967 cc,6,75 litres,Diesel,9.3 km/litre,8,Ventilated Disc,Ventilated Disc,255/60R18,255/60R18,Digital,7,Yes,2 years / Unlimited Kms,Automatic,5506,4,2015
814,Audi,Q7,45 Tdi Technology Pack,7241679,2967 cc,6,75 litres,Diesel,9.3 km/litre,8,Ventilated Disc,Ventilated Disc,255/55R19,255/55R19,Digital,7,Yes,2 years / Unlimited Kms,Automatic,5338,3,2014
815,Audi,Q7,40 Tfsi Quattro Premium Plus,5797263,1984 cc,6,75 litres,Petrol,23 km/litre,8,Ventilated Disc,Ventilated Disc,255/60R19,255/60R19,Digital,7,Yes,2 years / Unlimited Kms,Automatic,6387,4,2012
